,agency_cd,site_no,Dissolved_oxygen_mpl_Mean,Gage_height_feet_Mean,Discharge_cfs_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum
2010-04-08,USGS,02234500,,2.85,4600,,
2010-04-09,USGS,02234500,,2.83,4680,,
2010-04-10,USGS,02234500,,2.80,4600,,
2010-04-11,USGS,02234500,,2.74,4480,,
2010-04-12,USGS,02234500,,2.70,4280,,
2010-04-13,USGS,02234500,,2.68,4260,,
2010-04-14,USGS,02234500,,2.67,4170,,
2010-04-15,USGS,02234500,,2.63,3980,,
2010-04-16,USGS,02234500,,2.61,4140,,
2010-04-17,USGS,02234500,,2.58,4060,,
2010-04-18,USGS,02234500,,2.55,4030,,
2010-04-19,USGS,02234500,,2.52,3980,,
2010-04-20,USGS,02234500,,2.49,4010,,
2010-04-21,USGS,02234500,,2.48,3930,,
2010-04-22,USGS,02234500,,2.45,3730,,
2010-04-23,USGS,02234500,,2.42,3860,,
2010-04-24,USGS,02234500,,2.38,3990,,
2010-04-25,USGS,02234500,,2.32,3930,,
2010-04-26,USGS,02234500,,2.38,3910,,
2010-04-27,USGS,02234500,,2.33,3760,,
2010-04-28,USGS,02234500,,2.31,3710,,
2010-04-29,USGS,02234500,,2.30,3900,,
2010-04-30,USGS,02234500,,2.29,3940,,
2010-05-01,USGS,02234500,,2.27,3980,,
2010-05-02,USGS,02234500,,2.23,3920,,
2010-05-03,USGS,02234500,,2.16,3850,,
2010-05-04,USGS,02234500,,2.08,3800,,
2010-05-05,USGS,02234500,,2.02,3650,,
2010-05-06,USGS,02234500,,1.98,3670,,
2010-05-07,USGS,02234500,,1.94,3530,,
2010-05-08,USGS,02234500,,1.88,3330,,
2010-05-09,USGS,02234500,,1.83,3040,,
2010-05-10,USGS,02234500,,1.78,3240,,
2010-05-11,USGS,02234500,,1.73,3100,,
2010-05-12,USGS,02234500,,1.67,3020,,
2010-05-13,USGS,02234500,,1.60,2970,,
2010-05-14,USGS,02234500,,1.52,2970,,
2010-05-15,USGS,02234500,,1.44,2900,,
2010-05-16,USGS,02234500,,1.35,2860,,
2010-05-17,USGS,02234500,,1.32,2870,,
2010-05-18,USGS,02234500,,1.32,2680,,
2010-05-19,USGS,02234500,,1.28,2560,,
2010-05-20,USGS,02234500,,1.26,2460,,
2010-05-21,USGS,02234500,,1.21,2280,,
2010-05-22,USGS,02234500,,1.18,2050,,
2010-05-23,USGS,02234500,,1.15,1900,,
2010-05-24,USGS,02234500,,1.12,1780,,
2010-05-25,USGS,02234500,,1.10,1430,,
2010-05-26,USGS,02234500,,1.10,685,,
2010-05-27,USGS,02234500,,1.17,960,,
2010-05-28,USGS,02234500,,1.19,1090,,
2010-05-29,USGS,02234500,,1.19,1130,,
2010-05-30,USGS,02234500,,1.20,1350,,
2010-05-31,USGS,02234500,,1.16,1450,,
2010-06-01,USGS,02234500,,1.14,1190,,
2010-06-02,USGS,02234500,,1.12,1540,,
2010-06-03,USGS,02234500,,1.08,1670,,
2010-06-04,USGS,02234500,,1.06,1710,,
2010-06-05,USGS,02234500,,1.05,1650,,
2010-06-06,USGS,02234500,,1.03,1700,,
2010-06-07,USGS,02234500,,0.99,1570,,
2010-06-08,USGS,02234500,,1.01,1570,,
2010-06-09,USGS,02234500,,0.98,1480,,
2010-06-10,USGS,02234500,,0.95,1400,,
2010-06-11,USGS,02234500,,0.92,1580,,
2010-06-12,USGS,02234500,,0.87,1520,,
2010-06-13,USGS,02234500,,0.83,1330,,
2010-06-14,USGS,02234500,,0.79,1120,,
2010-06-15,USGS,02234500,,0.74,954,,
2010-06-16,USGS,02234500,,0.72,1070,,
2010-06-17,USGS,02234500,,0.73,813,,
2010-06-18,USGS,02234500,,0.77,876,,
2010-06-19,USGS,02234500,,0.78,930,,
2010-06-20,USGS,02234500,,0.83,1080,,
2010-06-21,USGS,02234500,,0.85,1110,,
2010-06-22,USGS,02234500,,0.89,1310,,
2010-06-23,USGS,02234500,,0.87,1410,,
2010-06-24,USGS,02234500,,0.84,1420,,
2010-06-25,USGS,02234500,,0.80,1410,,
2010-06-26,USGS,02234500,,0.74,1600,,
2010-06-27,USGS,02234500,,0.68,1400,,
2010-06-28,USGS,02234500,,0.64,1510,,
2010-06-29,USGS,02234500,,0.59,1390,,
2010-06-30,USGS,02234500,,0.53,1350,,
2010-07-01,USGS,02234500,,0.53,1170,,
2010-07-02,USGS,02234500,,0.65,1040,,
2010-07-03,USGS,02234500,,0.76,423,,
2010-07-04,USGS,02234500,,0.98,218,,
2010-07-05,USGS,02234500,,1.10,491,,
2010-07-06,USGS,02234500,,1.18,964,,
2010-07-07,USGS,02234500,,1.14,944,,
2010-07-08,USGS,02234500,,1.11,1100,,
2010-07-09,USGS,02234500,,1.06,1020,,
2010-07-10,USGS,02234500,,1.03,837,,
2010-07-11,USGS,02234500,,1.01,986,,
2010-07-12,USGS,02234500,,1.02,783,,
2010-07-13,USGS,02234500,,1.02,867,,
2010-07-14,USGS,02234500,,1.01,1000,,
2010-07-15,USGS,02234500,,0.99,1020,,
2010-07-16,USGS,02234500,,0.98,1270,,
2010-07-17,USGS,02234500,,0.93,1300,,
2010-07-18,USGS,02234500,,0.87,1260,,
2010-07-19,USGS,02234500,,0.78,1440,,
2010-07-20,USGS,02234500,,0.70,1410,,
2010-07-21,USGS,02234500,,0.60,1380,,
2010-07-22,USGS,02234500,,0.50,1270,,
2010-07-23,USGS,02234500,,0.45,1120,,
2010-07-24,USGS,02234500,,0.38,1110,,
2010-07-25,USGS,02234500,,0.34,1040,,
2010-07-26,USGS,02234500,,0.28,815,,
2010-07-27,USGS,02234500,,0.24,529,,
2010-07-28,USGS,02234500,,0.25,257,,
2010-07-29,USGS,02234500,,0.33,-114,,
2010-07-30,USGS,02234500,,0.37,-59.8,,
2010-07-31,USGS,02234500,,0.37,15.5,,
2010-08-01,USGS,02234500,,0.42,-464,,
2010-08-02,USGS,02234500,,0.51,39.9,,
2010-08-03,USGS,02234500,,0.55,134,,
2010-08-04,USGS,02234500,,0.56,254,,
2010-08-05,USGS,02234500,,0.55,487,,
2010-08-06,USGS,02234500,,0.49,448,,
2010-08-07,USGS,02234500,,0.47,711,,
2010-08-08,USGS,02234500,,0.52,412,,
2010-08-09,USGS,02234500,,0.66,605,,
2010-08-10,USGS,02234500,,0.75,667,,
2010-08-11,USGS,02234500,,0.77,96.7,,
2010-08-12,USGS,02234500,,0.84,-365,,
2010-08-13,USGS,02234500,,0.89,-34.0,,
2010-08-14,USGS,02234500,,0.90,165,,
2010-08-15,USGS,02234500,,0.90,421,,
2010-08-16,USGS,02234500,,0.93,395,,
2010-08-17,USGS,02234500,,0.95,752,,
2010-08-18,USGS,02234500,,0.92,671,,
2010-08-19,USGS,02234500,,0.87,814,,
2010-08-20,USGS,02234500,,0.81,829,,
2010-08-21,USGS,02234500,,0.81,958,,
2010-08-22,USGS,02234500,,0.94,1070,,
2010-08-23,USGS,02234500,,0.96,1300,,
2010-08-24,USGS,02234500,,0.92,1210,,
2010-08-25,USGS,02234500,,0.86,1340,,
2010-08-26,USGS,02234500,,0.84,1270,,
2010-08-27,USGS,02234500,,0.86,931,,
2010-08-28,USGS,02234500,,0.94,635,,
2010-08-29,USGS,02234500,,1.03,540,,
2010-08-30,USGS,02234500,,1.10,281,,
2010-08-31,USGS,02234500,,1.16,-10.6,,
2010-09-01,USGS,02234500,,1.21,-86.8,,
2010-09-02,USGS,02234500,,1.25,-60.4,,
2010-09-03,USGS,02234500,,1.26,334,,
2010-09-04,USGS,02234500,,1.24,246,,
2010-09-05,USGS,02234500,,1.22,789,,
2010-09-06,USGS,02234500,,1.23,786,,
2010-09-07,USGS,02234500,,1.23,683,,
2010-09-08,USGS,02234500,,1.25,503,,
2010-09-09,USGS,02234500,,1.30,647,,
2010-09-10,USGS,02234500,,1.31,863,,
2010-09-11,USGS,02234500,,1.29,874,,
2010-09-12,USGS,02234500,,1.30,558,,
2010-09-13,USGS,02234500,,1.34,672,,
2010-09-14,USGS,02234500,,1.34,551,,
2010-09-15,USGS,02234500,,1.34,467,,
2010-09-16,USGS,02234500,,1.33,806,,
2010-09-17,USGS,02234500,,1.28,782,,
2010-09-18,USGS,02234500,,1.24,833,,
2010-09-19,USGS,02234500,,1.19,456,,
2010-09-20,USGS,02234500,,1.20,649,,
2010-09-21,USGS,02234500,,1.19,832,,
2010-09-22,USGS,02234500,,1.16,535,,
2010-09-23,USGS,02234500,,1.18,531,,
2010-09-24,USGS,02234500,,1.20,388,,
2010-09-25,USGS,02234500,,1.22,591,,
2010-09-26,USGS,02234500,,1.20,757,,
2010-09-27,USGS,02234500,,1.17,770,,
2010-09-28,USGS,02234500,,1.18,584,,
2010-09-29,USGS,02234500,,1.21,567,,
2010-09-30,USGS,02234500,,1.23,-601,,
2010-10-01,USGS,02234500,,1.31,9.23,,
2010-10-02,USGS,02234500,,1.33,-98.9,,
2010-10-03,USGS,02234500,,1.40,-434,,
2010-10-04,USGS,02234500,,1.48,-244,,
2010-10-05,USGS,02234500,,1.54,-523,,
2010-10-06,USGS,02234500,,1.65,-490,,
2010-10-07,USGS,02234500,,1.70,292,,
2010-10-08,USGS,02234500,,1.71,798,,
2010-10-09,USGS,02234500,,1.71,918,,
2010-10-10,USGS,02234500,,1.70,892,,
2010-10-11,USGS,02234500,,1.68,934,,
2010-10-12,USGS,02234500,,1.65,938,,
2010-10-13,USGS,02234500,,1.61,1050,,
2010-10-14,USGS,02234500,,1.54,1060,,
2010-10-15,USGS,02234500,,1.47,974,,
2010-10-16,USGS,02234500,,1.44,1050,,
2010-10-17,USGS,02234500,,1.42,930,,
2010-10-18,USGS,02234500,,1.40,1100,,
2010-10-19,USGS,02234500,,1.34,1110,,
2010-10-20,USGS,02234500,,1.27,1170,,
2010-10-21,USGS,02234500,,1.22,1250,,
2010-10-22,USGS,02234500,,1.17,1190,,
2010-10-23,USGS,02234500,,1.13,1150,,
2010-10-24,USGS,02234500,,1.09,990,,
2010-10-25,USGS,02234500,,1.07,1120,,
2010-10-26,USGS,02234500,,1.02,1230,,
2010-10-27,USGS,02234500,,0.92,1390,,
2010-10-28,USGS,02234500,,0.82,1360,,
2010-10-29,USGS,02234500,,0.72,739,,
2010-10-30,USGS,02234500,,0.71,747,,
2010-10-31,USGS,02234500,,0.69,662,,
2010-11-01,USGS,02234500,,0.70,454,,
2010-11-02,USGS,02234500,,0.71,389,,
2010-11-03,USGS,02234500,,0.79,138,,
2010-11-04,USGS,02234500,,0.90,-76.7,,
2010-11-05,USGS,02234500,,0.97,-1450,,
2010-11-06,USGS,02234500,,1.08,-1020,,
2010-11-07,USGS,02234500,,1.16,-962,,
2010-11-08,USGS,02234500,,1.22,55.5,,
2010-11-09,USGS,02234500,,1.21,687,,
2010-11-10,USGS,02234500,,1.18,860,11.4,9.0
2010-11-11,USGS,02234500,,1.15,367,11.3,9.8
2010-11-12,USGS,02234500,,1.19,-360,11.0,9.5
2010-11-13,USGS,02234500,,1.28,-571,10.0,8.6
2010-11-14,USGS,02234500,,1.34,-319,8.8,8.1
2010-11-15,USGS,02234500,,1.37,212,10.6,7.7
2010-11-16,USGS,02234500,,1.37,616,10.3,8.8
2010-11-17,USGS,02234500,,1.34,571,10.1,8.3
2010-11-18,USGS,02234500,,1.29,338,9.5,8.1
2010-11-19,USGS,02234500,,1.26,808,9.3,8.1
2010-11-20,USGS,02234500,,1.23,855,9.1,8.1
2010-11-21,USGS,02234500,,1.19,1010,8.8,8.2
2010-11-22,USGS,02234500,,1.12,1020,9.2,7.9
2010-11-23,USGS,02234500,,1.05,1090,10.1,8.1
2010-11-24,USGS,02234500,,0.98,1090,10.2,8.8
2010-11-25,USGS,02234500,,0.92,1120,11.0,8.7
2010-11-26,USGS,02234500,,0.87,906,10.5,8.4
2010-11-27,USGS,02234500,,0.86,64.6,8.4,7.2
2010-11-28,USGS,02234500,,0.88,344,8.7,6.7
2010-11-29,USGS,02234500,,0.91,973,9.2,7.8
2010-11-30,USGS,02234500,,0.88,547,9.5,6.0
2010-12-01,USGS,02234500,,0.85,-657,8.5,6.8
2010-12-02,USGS,02234500,,0.92,-376,7.7,5.9
2010-12-03,USGS,02234500,,0.90,529,9.5,6.3
2010-12-04,USGS,02234500,,0.86,932,10.5,8.7
2010-12-05,USGS,02234500,,0.78,683,10.5,7.7
2010-12-06,USGS,02234500,,0.81,-583,10.1,6.8
2010-12-07,USGS,02234500,,0.84,-179,9.6,6.8
2010-12-08,USGS,02234500,,0.86,789,11.3,9.2
2010-12-09,USGS,02234500,,0.84,-110,11.2,8.4
2010-12-10,USGS,02234500,,0.90,-404,10.5,7.3
2010-12-11,USGS,02234500,,0.94,384,10.9,6.6
2010-12-12,USGS,02234500,,0.89,619,11.2,9.7
2010-12-13,USGS,02234500,,0.78,-572,10.8,7.9
2010-12-14,USGS,02234500,,0.76,965,12.4,9.5
2010-12-15,USGS,02234500,,0.71,1680,12.9,11.8
2010-12-16,USGS,02234500,,0.62,1670,13.1,12.4
2010-12-17,USGS,02234500,,0.52,1590,13.2,12.4
2010-12-18,USGS,02234500,,0.42,1720,12.9,12.4
2010-12-19,USGS,02234500,,0.34,926,12.6,8.7
2010-12-20,USGS,02234500,,0.40,203,11.9,6.5
2010-12-21,USGS,02234500,,0.46,382,12.2,6.4
2010-12-22,USGS,02234500,,0.43,341,11.7,7.4
2010-12-23,USGS,02234500,,0.43,-35.7,11.4,6.5
2010-12-24,USGS,02234500,,0.49,101,10.8,5.5
2010-12-25,USGS,02234500,,0.53,469,11.4,4.2
2010-12-26,USGS,02234500,,0.47,-1150,11.0,7.5
2010-12-27,USGS,02234500,,0.64,-978,9.9,5.4
2010-12-28,USGS,02234500,,0.72,443,10.7,3.6
2010-12-29,USGS,02234500,,0.70,840,12.5,10.5
2010-12-30,USGS,02234500,,0.66,1010,13.6,11.7
2010-12-31,USGS,02234500,,0.61,983,13.6,11.6
2011-01-01,USGS,02234500,,0.56,978,13.0,11.3
2011-01-02,USGS,02234500,,0.49,971,12.4,9.2
2011-01-03,USGS,02234500,,0.44,641,12.0,3.6
2011-01-04,USGS,02234500,,0.40,870,11.3,8.3
2011-01-05,USGS,02234500,,0.38,684,10.9,5.4
2011-01-06,USGS,02234500,,0.41,-213,10.3,4.0
2011-01-07,USGS,02234500,,0.41,-28.6,9.8,2.7
2011-01-08,USGS,02234500,,0.39,482,10.2,6.1
2011-01-09,USGS,02234500,,0.38,514,10.5,6.0
2011-01-10,USGS,02234500,,0.42,663,11.2,5.3
2011-01-11,USGS,02234500,,0.48,-755,11.3,5.3
2011-01-12,USGS,02234500,,0.59,-1220,9.9,7.2
2011-01-13,USGS,02234500,,0.68,-444,8.2,5.2
2011-01-14,USGS,02234500,,0.64,743,11.5,7.8
2011-01-15,USGS,02234500,,0.58,991,13.6,11.1
2011-01-16,USGS,02234500,,0.51,1060,13.5,11.9
2011-01-17,USGS,02234500,,0.52,1030,12.5,9.4
2011-01-18,USGS,02234500,,0.55,1020,11.5,10.4
2011-01-19,USGS,02234500,,0.55,623,11.5,10.7
2011-01-20,USGS,02234500,,0.55,753,11.9,10.8
2011-01-21,USGS,02234500,,0.64,444,11.4,10.0
2011-01-22,USGS,02234500,,0.65,-464,10.5,9.3
2011-01-23,USGS,02234500,,0.79,335,10.5,8.9
2011-01-24,USGS,02234500,,0.82,691,11.4,9.8
2011-01-25,USGS,02234500,,0.86,1210,11.1,10.0
2011-01-26,USGS,02234500,,0.90,281,10.0,9.2
2011-01-27,USGS,02234500,,0.93,1060,11.0,9.4
2011-01-28,USGS,02234500,,0.86,1400,11.2,9.7
2011-01-29,USGS,02234500,,0.80,1740,11.6,10.1
2011-01-30,USGS,02234500,,0.73,1780,12.3,10.5
2011-01-31,USGS,02234500,,0.68,1700,12.9,11.0
2011-02-01,USGS,02234500,,0.65,1690,12.0,10.7
2011-02-02,USGS,02234500,,0.62,1420,10.7,9.6
2011-02-03,USGS,02234500,,0.60,832,10.0,9.1
2011-02-04,USGS,02234500,,0.61,965,10.3,8.2
2011-02-05,USGS,02234500,,0.61,781,9.4,8.2
2011-02-06,USGS,02234500,,0.64,651,8.6,7.2
2011-02-07,USGS,02234500,,0.65,377,8.3,7.2
2011-02-08,USGS,02234500,,0.69,-5.73,8.8,6.7
2011-02-09,USGS,02234500,,0.71,967,10.3,7.7
2011-02-10,USGS,02234500,,0.68,541,9.8,8.2
2011-02-11,USGS,02234500,,0.75,-493,9.0,8.0
2011-02-12,USGS,02234500,,0.85,-159,9.6,7.6
2011-02-13,USGS,02234500,,0.85,929,10.9,8.7
2011-02-14,USGS,02234500,,0.75,1220,10.9,9.9
2011-02-15,USGS,02234500,,0.66,1430,11.2,10.3
2011-02-16,USGS,02234500,,0.59,1310,10.9,9.9
2011-02-17,USGS,02234500,,0.55,1090,10.5,9.3
2011-02-18,USGS,02234500,,0.53,948,10.4,9.1
2011-02-19,USGS,02234500,,0.51,796,10.0,8.9
2011-02-20,USGS,02234500,,0.51,964,9.0,8.0
2011-02-21,USGS,02234500,,0.47,667,8.8,7.3
2011-02-22,USGS,02234500,,0.44,233,8.9,7.4
2011-02-23,USGS,02234500,,0.44,607,9.2,7.5
2011-02-24,USGS,02234500,,0.46,537,9.6,6.8
2011-02-25,USGS,02234500,,0.45,482,8.8,7.1
2011-02-26,USGS,02234500,,0.44,571,8.8,6.8
2011-02-27,USGS,02234500,,0.42,806,9.7,6.6
2011-02-28,USGS,02234500,,0.37,765,9.2,7.1
2011-03-01,USGS,02234500,,0.35,385,8.8,7.0
2011-03-02,USGS,02234500,,0.43,-411,8.8,6.1
2011-03-03,USGS,02234500,,0.56,-247,8.2,6.5
2011-03-04,USGS,02234500,,0.66,-398,7.7,6.6
2011-03-05,USGS,02234500,,0.76,-261,8.6,6.6
2011-03-06,USGS,02234500,,0.71,-282,8.3,6.4
2011-03-07,USGS,02234500,,0.72,37.7,9.0,6.6
2011-03-08,USGS,02234500,,0.73,574,10.6,7.4
2011-03-09,USGS,02234500,,0.71,820,9.9,8.0
2011-03-10,USGS,02234500,,0.73,-32.6,8.9,7.2
2011-03-11,USGS,02234500,,0.75,-864,9.1,7.2
2011-03-12,USGS,02234500,,0.76,789,11.1,8.0
2011-03-13,USGS,02234500,,0.69,992,12.1,9.5
2011-03-14,USGS,02234500,,0.61,1190,13.5,10.6
2011-03-15,USGS,02234500,,0.52,1310,13.8,11.1
2011-03-16,USGS,02234500,,0.42,824,12.9,10.3
2011-03-17,USGS,02234500,,0.39,699,14.4,9.4
2011-03-18,USGS,02234500,,0.37,706,14.3,8.3
2011-03-19,USGS,02234500,,0.35,360,12.9,8.2
2011-03-20,USGS,02234500,,0.34,497,11.3,7.7
2011-03-21,USGS,02234500,,0.32,432,11.4,5.7
2011-03-22,USGS,02234500,,0.31,166,11.1,5.5
2011-03-23,USGS,02234500,,0.26,321,10.5,4.5
2011-03-24,USGS,02234500,,0.16,152,8.7,6.1
2011-03-25,USGS,02234500,,0.13,677,9.7,6.0
2011-03-26,USGS,02234500,,0.11,455,10.1,5.5
2011-03-27,USGS,02234500,,0.12,-50.6,8.7,4.7
2011-03-28,USGS,02234500,,0.20,273,6.5,3.3
2011-03-29,USGS,02234500,,0.32,-857,8.6,2.6
2011-03-30,USGS,02234500,,0.47,-423,5.6,4.0
2011-03-31,USGS,02234500,,0.76,199,4.9,3.7
2011-04-01,USGS,02234500,,0.98,489,6.5,3.1
2011-04-02,USGS,02234500,,1.05,1010,8.0,4.7
2011-04-03,USGS,02234500,,1.07,1490,12.4,6.0
2011-04-04,USGS,02234500,,1.06,1850,10.0,6.0
2011-04-05,USGS,02234500,,1.04,1740,7.3,4.4
2011-04-06,USGS,02234500,,1.03,1800,7.0,3.7
2011-04-07,USGS,02234500,,0.98,1910,13.4,3.6
2011-04-08,USGS,02234500,,0.93,2040,14.1,5.4
2011-04-09,USGS,02234500,,0.86,1790,10.2,5.1
2011-04-10,USGS,02234500,,0.80,1750,9.6,4.4
2011-04-11,USGS,02234500,,0.74,1690,12.1,4.1
2011-04-12,USGS,02234500,,0.67,1360,5.5,2.8
2011-04-13,USGS,02234500,,0.63,1240,7.6,1.9
2011-04-14,USGS,02234500,,0.60,1320,8.4,2.1
2011-04-15,USGS,02234500,,0.55,1460,5.9,2.7
2011-04-16,USGS,02234500,,0.45,1110,5.9,2.2
2011-04-17,USGS,02234500,,0.43,643,9.3,2.6
2011-04-18,USGS,02234500,,0.43,881,9.5,3.6
2011-04-19,USGS,02234500,,0.42,892,9.4,4.0
2011-04-20,USGS,02234500,,0.38,853,9.9,3.2
2011-04-21,USGS,02234500,,0.36,670,10.0,2.7
2011-04-22,USGS,02234500,,0.32,859,9.7,3.0
2011-04-23,USGS,02234500,,0.25,799,8.0,3.1
2011-04-24,USGS,02234500,,0.21,811,8.4,2.8
2011-04-25,USGS,02234500,,0.18,702,7.0,2.2
2011-04-26,USGS,02234500,,0.13,562,8.2,1.6
2011-04-27,USGS,02234500,,0.08,992,8.0,3.2
2011-04-28,USGS,02234500,,-0.02,739,6.9,2.3
2011-04-29,USGS,02234500,,-0.04,74.4,7.8,2.4
2011-04-30,USGS,02234500,,-0.05,378,8.8,2.3
2011-05-01,USGS,02234500,,-0.06,537,9.2,3.9
2011-05-02,USGS,02234500,,-0.06,412,9.3,2.5
2011-05-03,USGS,02234500,,-0.06,200,10.4,2.5
2011-05-04,USGS,02234500,,-0.06,-232,9.0,3.7
2011-05-05,USGS,02234500,,0.01,-234,7.8,3.0
2011-05-06,USGS,02234500,,-0.00,-234,8.1,3.4
2011-05-07,USGS,02234500,,0.05,-605,9.4,4.4
2011-05-08,USGS,02234500,,0.08,-354,10.2,4.3
2011-05-09,USGS,02234500,,0.12,-548,9.9,4.5
2011-05-10,USGS,02234500,,0.15,153,10.2,4.9
2011-05-11,USGS,02234500,,0.16,-465,9.6,4.3
2011-05-12,USGS,02234500,,0.23,-153,9.6,5.3
2011-05-13,USGS,02234500,,0.26,-403,9.6,5.3
2011-05-14,USGS,02234500,,0.35,-223,8.9,5.7
2011-05-15,USGS,02234500,,0.38,-895,7.6,4.8
2011-05-16,USGS,02234500,,0.43,-957,8.2,5.2
2011-05-17,USGS,02234500,,0.48,-568,9.5,5.0
2011-05-18,USGS,02234500,,0.50,-31.9,10.4,6.0
2011-05-19,USGS,02234500,,0.49,506,11.7,6.4
2011-05-20,USGS,02234500,,0.46,809,11.2,7.0
2011-05-21,USGS,02234500,,0.43,644,9.9,5.7
2011-05-22,USGS,02234500,,0.41,565,10.8,5.5
2011-05-23,USGS,02234500,,0.36,937,10.9,5.1
2011-05-24,USGS,02234500,,0.32,718,11.9,4.4
2011-05-25,USGS,02234500,,0.26,753,11.2,4.4
2011-05-26,USGS,02234500,,0.19,717,11.3,4.5
2011-05-27,USGS,02234500,,0.14,317,9.5,3.8
2011-05-28,USGS,02234500,,0.14,198,11.6,3.5
2011-05-29,USGS,02234500,,0.14,303,11.3,4.9
2011-05-30,USGS,02234500,,0.14,12.9,9.9,4.1
2011-05-31,USGS,02234500,,0.15,54.2,10.8,3.5
2011-06-01,USGS,02234500,,0.16,-127,7.5,3.5
2011-06-02,USGS,02234500,,0.19,101,10.5,3.1
2011-06-03,USGS,02234500,,0.20,158,11.7,3.9
2011-06-04,USGS,02234500,,0.18,227,10.9,4.0
2011-06-05,USGS,02234500,,0.18,-110,9.9,4.2
2011-06-06,USGS,02234500,,0.18,110,9.2,3.8
2011-06-07,USGS,02234500,,0.19,238,10.3,3.3
2011-06-08,USGS,02234500,,0.22,-286,9.3,4.8
2011-06-09,USGS,02234500,,0.25,124,10.0,4.8
2011-06-10,USGS,02234500,,0.23,228,10.0,4.6
2011-06-11,USGS,02234500,,0.21,-112,10.4,5.0
2011-06-12,USGS,02234500,,0.21,43.5,9.4,4.7
2011-06-13,USGS,02234500,,0.18,-446,8.5,3.7
2011-06-14,USGS,02234500,,0.23,-260,8.2,3.0
2011-06-15,USGS,02234500,,0.23,-241,8.8,3.1
2011-06-16,USGS,02234500,,0.30,-399,10.1,4.7
2011-06-17,USGS,02234500,,0.39,-392,12.0,7.0
2011-06-18,USGS,02234500,,0.46,-136,10.4,4.7
2011-06-19,USGS,02234500,,0.49,330,10.5,5.2
2011-06-20,USGS,02234500,,0.46,466,11.6,4.9
2011-06-21,USGS,02234500,,0.42,955,12.9,5.6
2011-06-22,USGS,02234500,,0.36,786,12.6,4.4
2011-06-23,USGS,02234500,,0.33,378,12.9,2.7
2011-06-24,USGS,02234500,,0.33,52.5,7.9,4.2
2011-06-25,USGS,02234500,,0.37,511,7.4,3.3
2011-06-26,USGS,02234500,,0.39,555,8.1,3.0
2011-06-27,USGS,02234500,,0.41,1030,9.9,3.8
2011-06-28,USGS,02234500,,0.44,1160,11.1,3.4
2011-06-29,USGS,02234500,,0.42,1160,7.8,4.4
2011-06-30,USGS,02234500,,0.46,1110,7.0,4.2
2011-07-01,USGS,02234500,,0.56,1340,10.7,4.3
2011-07-02,USGS,02234500,,0.61,1360,12.4,5.7
2011-07-03,USGS,02234500,,0.64,1170,13.6,6.4
2011-07-04,USGS,02234500,,0.65,1130,13.3,6.6
2011-07-05,USGS,02234500,,0.63,1160,13.4,6.6
2011-07-06,USGS,02234500,,0.59,1170,13.0,5.3
2011-07-07,USGS,02234500,,0.59,796,9.5,5.4
2011-07-08,USGS,02234500,,0.68,1230,7.3,3.8
2011-07-09,USGS,02234500,,0.65,1260,10.2,4.9
2011-07-10,USGS,02234500,,0.63,1390,10.5,5.4
2011-07-11,USGS,02234500,,0.61,1320,10.9,6.4
2011-07-12,USGS,02234500,,0.60,1290,8.5,5.6
2011-07-13,USGS,02234500,,0.60,1110,8.5,5.3
2011-07-14,USGS,02234500,,0.59,1290,9.0,5.2
2011-07-15,USGS,02234500,,0.67,1230,9.1,5.4
2011-07-16,USGS,02234500,,0.83,980,11.3,4.1
2011-07-17,USGS,02234500,,0.97,443,9.4,5.1
2011-07-18,USGS,02234500,,1.09,362,7.7,3.4
2011-07-19,USGS,02234500,,1.19,464,11.8,2.9
2011-07-20,USGS,02234500,,1.23,1110,11.6,7.0
2011-07-21,USGS,02234500,,1.23,1410,11.8,6.6
2011-07-22,USGS,02234500,,1.24,1590,10.9,6.1
2011-07-23,USGS,02234500,,1.31,1820,9.6,4.7
2011-07-24,USGS,02234500,,1.26,2000,10.7,5.9
2011-07-25,USGS,02234500,,1.18,2090,11.0,5.7
2011-07-26,USGS,02234500,,1.10,1960,7.8,5.2
2011-07-27,USGS,02234500,,1.02,2190,8.4,4.9
2011-07-28,USGS,02234500,,0.97,2060,10.3,5.4
2011-07-29,USGS,02234500,,0.94,2000,12.0,6.4
2011-07-30,USGS,02234500,,0.90,1880,12.0,7.0
2011-07-31,USGS,02234500,,0.86,1430,9.7,6.4
2011-08-01,USGS,02234500,,0.88,1270,8.2,5.2
2011-08-02,USGS,02234500,,0.94,878,7.8,4.7
2011-08-03,USGS,02234500,,1.09,774,8.8,2.9
2011-08-04,USGS,02234500,,1.11,1340,9.8,5.9
2011-08-05,USGS,02234500,,1.09,1390,10.4,6.4
2011-08-06,USGS,02234500,,1.04,1310,10.2,5.9
2011-08-07,USGS,02234500,,0.98,1030,8.0,5.3
2011-08-08,USGS,02234500,,0.97,947,7.2,5.1
2011-08-09,USGS,02234500,,1.00,1050,7.4,4.7
2011-08-10,USGS,02234500,,1.04,1420,7.9,5.3
2011-08-11,USGS,02234500,,1.07,1430,9.1,5.4
2011-08-12,USGS,02234500,,1.09,1380,9.5,5.6
2011-08-13,USGS,02234500,,1.11,1150,10.0,5.9
2011-08-14,USGS,02234500,,1.13,959,7.9,5.8
2011-08-15,USGS,02234500,,1.16,1150,7.8,5.1
